id,domain,language,query_text,translated_text,expected_match_id,generated_by
query_0270,crop,Nigerian Pidgin,"My yam leaf don dey change color, some parts light, some dark. The leaf don twist and the plant no tall.","My yam leaves are changing color, some parts are light, some are dark. The leaves have twisted and the plant isn't tall.",crop_007,gemma-4-31b-it
query_0271,crop,Nigerian Pidgin,"Abeg, my yam leaf get some strange patterns and e don bend. The growth slow well well.","Please, my yam leaves have some strange patterns and have bent. The growth is very slow.",crop_007,gemma-4-31b-it
query_0272,crop,Nigerian Pidgin,The leaf for my yam dey mix mix with different colors and the leaf no balance. The plant no grow reach where e suppose reach.,The leaves of my yam are mottled with different colors and are unbalanced. The plant hasn't grown to where it's supposed to.,crop_007,gemma-4-31b-it
query_0273,crop,English,My yam leaves have these strange light and dark patches on them and they aren't growing well.,My yam leaves have these strange light and dark patches on them and they aren't growing well.,crop_007,gemma-4-31b-it
query_0274,crop,English,"My yam leaves just dey get some kind colors, and the leaves dey bend, the plant no dey grow tall.","My yam leaves have some strange colors, the leaves are bending, and the plant is not growing tall.",crop_007,gemma-4-31b-it
query_0275,crop,English,"The leaves of my yams are twisted and have spots of different colors, and the vines are very short.","The leaves of my yams are twisted and have spots of different colors, and the vines are very short.",crop_007,gemma-4-31b-it
query_0276,crop,English,"See as my yam leaves be, e get patches and the leaf no straight at all, and the plant just stop to grow.","Look at my yam leaves, they have patches and the leaves are not straight at all, and the plant has just stopped growing.",crop_007,gemma-4-31b-it
query_0277,crop,English,"I'm seeing a mottled pattern on my yam leaves, they look distorted and the vines are stunted.","I'm seeing a mottled pattern on my yam leaves, they look distorted and the vines are stunted.",crop_007,gemma-4-31b-it
query_0278,crop,English,"My yam leaf don dey curl and get some kind light and dark spots, the vine no dey grow as e suppose.","My yam leaves are curling and have some kind of light and dark spots, and the vine is not growing as it should.",crop_007,gemma-4-31b-it
query_0279,crop,English,"My yam is not growing as it should, the vines are small and the leaves look all wrinkled with patches.","My yam is not growing as it should, the vines are small and the leaves look all wrinkled with patches.",crop_007,gemma-4-31b-it
query_0280,crop,English,"The yam leaves just dey get patches and dem dey bend, the whole plant just small.","The yam leaves have patches and they are bending, and the whole plant is just small.",crop_007,gemma-4-31b-it
query_0281,crop,Yoruba,"Àwọn ewé ìrẹsì mi ti bẹ̀rẹ̀ sí ní àbàwọ̀n tó rí bí àmì igun mẹ́rin, àárín rẹ̀ funfun díẹ̀ tí etí rẹ̀ sì jẹ́ búlú. Ó sì tún ń mú àwọn kókó àti orí ọkà náà já.","My rice leaves have started having spots that look like diamond shapes, with a slightly white center and brown edges. It's also causing the stems and panicles to break.",crop_008,gemini-2.5-flash
query_0282,crop,Yoruba,"Ọkà ìrẹsì mi ò kún dáadáa mọ́, ó sì wá ń ní àwọn àmi aláwọ̀ grẹ́yì tó ní etí búlú lórí ewé rẹ̀. Àwọn igi àti àkókò náà tún ń já.","My rice grains are not filling well anymore, and it's now having greyish spots with brown edges on its leaves. The stems and panicles are also breaking.",crop_008,gemini-2.5-flash
query_0283,crop,Yoruba,"Mo ń rí àwọn ojúgunjúgun kan lórí ewé ìrẹsì mi, wọ́n rí bí igun mẹ́rin, àárín wọn funfun díẹ̀, etí wọn sì búlú. Àwọn kókó àti orí ọkà náà gbogbo wọn ń jẹ́ já lọ.","I'm seeing some blotches on my rice leaves, they look like diamonds, their centers are a bit white, and their edges are brown. All the stems and panicles are breaking off.",crop_008,gemini-2.5-flash
query_0284,crop,Yoruba,"Àwọn ọ̀pá àti akókò ìrẹsì mi ti bẹ̀rẹ̀ sí ní já pẹ̀lú àwọn àbàwọ̀n lórí wọn. Ọkà náà ò kún dáadáa mọ́. Lórí ewé náà, mo tún ń rí àwọn àmì tó rí bí igun mẹ́rin, àárín wọn grẹ́yì, etí wọn sì búlú.","My rice stems and panicles have started breaking with spots on them. The grains are not filling well anymore. On the leaves, I'm also seeing diamond-shaped marks, their centers are grey, and their edges are brown.",crop_008,gemini-2.5-flash
query_0285,crop,Yoruba,"Ewé ìrẹsì mi ní àwọn àbàwọ̀n grẹ́yì tó ní etí búlú, wọ́n rí bí igun mẹ́rin. Igi àti orí ọkà náà ń já. Ọkà náà ò sì gbọ́.","My rice leaves have grey spots with brown edges, they are diamond-shaped. The stems and panicles are breaking. And the grains are not developing well.",crop_008,gemini-2.5-flash
query_0286,crop,Yoruba,"Igi ìrẹsì mi ń já, bẹ́ẹ̀ sì ni àkókò rẹ̀. Mo tún ti rí àwọn àmì kan lórí ewé rẹ̀, wọ́n rí bí àmì igun mẹ́rin tí àárín wọn funfun tí etí wọn sì búlú. Ọkà rẹ̀ ò kúnnu mọ́.","My rice stems are breaking, and so are its panicles. I've also seen some marks on its leaves, they look like diamond shapes with white centers and brown edges. Its grains are no longer filling.",crop_008,gemini-2.5-flash
query_0287,crop,Yoruba,"Àwọn ewé ìrẹsì mi ti ní àwọn àmì kan tó rí bí àmì igun mẹ́rin, àárín wọn dàbí eérú, etí wọn sì pípà. Àwọn igi àti orí ọkà rẹ̀ ń já sílẹ̀. Ọkà náà kò kún tó bójú mu.","My rice leaves have some marks that look like diamonds, their centers are like ash (grey), and their edges are brown. Its stems and panicles are breaking off. The grains are not filling adequately.",crop_008,gemini-2.5-flash
query_0288,crop,Yoruba,"Àwọn ewé ìrẹsì mi ní àwọn ojúgunjúgun kan tó ní àwọ̀ grẹ́yì ní àárín, etí rẹ̀ búlú. Àwọn igi àti akókò ọkà náà ń já sílẹ̀, gbogbo èyí sì ti mú kí ọkà náà má gbọ́ dáadáa.","My rice leaves have some spots that have a grey color in the middle, their edges are brown. The stems and panicles are breaking off, and all of this has caused the grains not to develop well.",crop_008,gemini-2.5-flash
query_0289,crop,Hausa,"Ganyen shinkafata yana da wasu tabo kamar lu'u-lu'u, tsakiyoyinsu fari-fari, gefensu kuma ruwan kasa.","My rice leaves have some diamond-like spots, their centers are greyish, and their edges are brown.",crop_008,gemma-4-31b-it
query_0290,crop,Hausa,Inuwar shinkafata da furensu suna karyewa.,The stems and panicles of my rice are breaking.,crop_008,gemma-4-31b-it
query_0291,crop,Hausa,Kwayoyin shinkafata ba su cika sosai ba.,My rice grains are not filling up well.,crop_008,gemma-4-31b-it
query_0292,crop,Hausa,"Ina ganin tabo masu siffar lu'u-lu'u a jikin ganye, kuma inuwar shukar tana karyewa.","I see diamond-shaped spots on the leaves, and the crop stems are breaking.",crop_008,gemma-4-31b-it
query_0293,crop,Hausa,"Furen shinkafata yana karyewa, sannan kwayoyin ba su yi kiba ba.","My rice panicles are breaking, and the grains aren't full.",crop_008,gemma-4-31b-it
query_0294,crop,Hausa,"Akwai wasu tabo grey a tsakiya da ruwan kasa a gefe a jikin ganyen, sannan kwayoyin shuka ba su cika ba.","There are some grey-centered spots with brown edges on the leaves, and the grains aren't filling.",crop_008,gemma-4-31b-it
query_0295,crop,Hausa,"Shinkafata tana karyewa a inuwar, kuma kwayoyin ba su cika ba.","My rice is breaking at the stem, and the grains aren't filling.",crop_008,gemma-4-31b-it
query_0296,crop,Hausa,"Ganyen shinkafata yana da tabo masu siffar lu'u-lu'u, furen ma yana karyewa, kwayoyin shuka ba su cika ba.","My rice leaves have diamond-shaped spots, the panicles are breaking, and the grains aren't filling.",crop_008,gemma-4-31b-it
query_0297,crop,Igbo,"Akwụkwọ rice m nwere ntụpọ ntụpọ na-acha grey n'etiti, n'akụkụ ya na-acha brown, ha dị ka diamond.","My rice leaves have spots that are grey in the middle and brown on the edges, they look like diamonds.",crop_008,gemma-4-31b-it
query_0298,crop,Igbo,"Ite rice m na-agbawa agbawa, ọbụna ndị ahụ nwere mkpụrụ na-adapụ.","The stems of my rice are breaking, even the ones with grains are falling off.",crop_008,gemma-4-31b-it
query_0299,crop,Igbo,"Mkpụrụ rice m anaghị ejupụta nke ọma, m hụkwaa ntụpọ grey na akwụkwọ ya.","My rice grains are not filling up well, and I also see grey spots on the leaves.",crop_008,gemma-4-31b-it
query_0300,crop,Igbo,"Lee rice m, akwụkwọ ya nwere ntụpọ grey nwere brown n'akụkụ, ndị ite ya na-agbawa.","Look at my rice, the leaves have grey spots with brown edges, and the stems are breaking.",crop_008,gemma-4-31b-it
query_0301,crop,Igbo,"Isi rice m na-agbawa, mkpụrụ ya anaghị ejupụta.","The heads of my rice are breaking, and the grains are not filling.",crop_008,gemma-4-31b-it
query_0302,crop,Igbo,"Anọ m ahụ ntụpọ dị ka diamond na akwụkwọ rice m, ọ na-acha abu n'etiti, brown n'akụkụ.","I am seeing diamond-like spots on my rice leaves, it's grey in the middle and brown on the edges.",crop_008,gemma-4-31b-it
query_0303,crop,Igbo,"Ite rice m na-agbawa agbawa, mkpụrụ ya anaghị ejupụta.","My rice stems are breaking, and the grains are not filling.",crop_008,gemma-4-31b-it
query_0304,crop,Igbo,"Ntụpọ grey nwere brown n'akụkụ na akwụkwọ, ite ya na-agbawa, mkpụrụ ya anaghị ejupụta.","Grey spots with brown edges on the leaves, the stems are breaking, and the grains aren't filling.",crop_008,gemma-4-31b-it
query_0305,crop,Nigerian Pidgin,"My rice leaves get some grey spots wey look like diamond, and the grains no really full.","My rice leaves have some grey spots that look like diamonds, and the grains are not really full.",crop_008,gemma-4-31b-it
query_0306,crop,Nigerian Pidgin,I see some marks for the stem of my rice and e just dey break. The leaves also get brown-edge grey spots.,I see some marks on the stems of my rice and they are just breaking. The leaves also have grey spots with brown edges.,crop_008,gemma-4-31b-it
query_0307,crop,Nigerian Pidgin,"Abeg, my rice leaf get diamond-like grey spots with brown sides, and the grains no dey fill well.","Please, my rice leaves have diamond-like grey spots with brown sides, and the grains are not filling well.",crop_008,gemma-4-31b-it
query_0308,crop,Nigerian Pidgin,The rice stem dey snap and the grains no fat. I see grey spots wey get brown border for the leaves too.,The rice stems are snapping and the grains are not plump. I see grey spots with brown borders on the leaves too.,crop_008,gemma-4-31b-it
query_0309,crop,Nigerian Pidgin,"The top part wey carry the grain dey break, and the leaves get grey spots like diamond.","The top part that carries the grain is breaking, and the leaves have grey spots like diamonds.",crop_008,gemma-4-31b-it
query_0310,crop,Nigerian Pidgin,"My rice grains no full at all, and the leaves get some grey and brown spots wey look like diamond.","My rice grains are not full at all, and the leaves have some grey and brown spots that look like diamonds.",crop_008,gemma-4-31b-it
query_0311,crop,Nigerian Pidgin,Something dey make my rice stems break. The leaves get those grey spots wey get brown edges.,Something is making my rice stems break. The leaves have those grey spots with brown edges.,crop_008,gemma-4-31b-it
query_0312,crop,Nigerian Pidgin,"I see diamond-shape grey spots with brown side for my rice leaves, the stem dey break, and the rice no full.","I see diamond-shaped grey spots with brown sides on my rice leaves, the stems are breaking, and the rice is not full.",crop_008,gemma-4-31b-it
query_0313,crop,English,"Ah, my rice leaves, they get these spots, like a diamond, grey in the middle with brown edges. And the stems, they just dey break anyhow.","Ah, my rice leaves, they get these spots, like a diamond, grey in the middle with brown edges. And the stems, they just dey break anyhow.",crop_008,gemini-2.5-flash
query_0314,crop,English,"I'm seeing funny marks on the leaves, like small diamonds, grey inside and brown around the rim. And the rice grains, dem no dey full well.","I'm seeing funny marks on the leaves, like small diamonds, grey inside and brown around the rim. And the rice grains, dem no dey full well.",crop_008,gemini-2.5-flash
query_0315,crop,English,"My rice plants are suffering. The leaves have these grey spots with brown borders, diamond-shaped. And the panicles, the part with the rice, they are breaking off. Many grains are empty.","My rice plants are suffering. The leaves have these grey spots with brown borders, diamond-shaped. And the panicles, the part with the rice, they are breaking off. Many grains are empty.",crop_008,gemini-2.5-flash
query_0316,crop,English,"The leaves are showing some weird patches, kinda grey in the middle, brown at the sides, shaped like a diamond. Then the stalks, especially the ones with the grains, they just snap off easily.","The leaves are showing some weird patches, kinda grey in the middle, brown at the sides, shaped like a diamond. Then the stalks, especially the ones with the grains, they just snap off easily.",crop_008,gemini-2.5-flash
query_0317,crop,English,"See, the rice grains are not filling up, they are just empty inside. And the stems and the grain heads, they are breaking before time.","See, the rice grains are not filling up, they are just empty inside. And the stems and the grain heads, they are breaking before time.",crop_008,gemini-2.5-flash
query_0318,crop,English,"I have these diamond-shaped spots on my rice leaves, grey in the centre with brown margins. And the rice itself, the grains are not developing properly, they are light.","I have these diamond-shaped spots on my rice leaves, grey in the centre with brown margins. And the rice itself, the grains are not developing properly, they are light.",crop_008,gemini-2.5-flash
query_0319,crop,English,"My rice plants, the stems and where the grains are supposed to form, they are breaking. And I can see these grey spots with brown edges, diamond-shaped, all over the leaves.","My rice plants, the stems and where the grains are supposed to form, they are breaking. And I can see these grey spots with brown edges, diamond-shaped, all over the leaves.",crop_008,gemini-2.5-flash
query_0320,crop,English,"The grains of my rice are not full, they look empty. And the leaves have these grey diamond-like spots with brown edges.","The grains of my rice are not full, they look empty. And the leaves have these grey diamond-like spots with brown edges.",crop_008,gemini-2.5-flash
query_0321,crop,Yoruba,"Tomato mi yàtọ̀, ewé rẹ̀ á rọ̀ ní ọ̀sán, ṣùgbọ́n ní alẹ́ á padà dúró, títí tí ó fi gbẹ pátápátá.","My tomatoes are strange, the leaves wilt during the day, but they stand back up at night, until they finally wilt completely.",crop_009,gemma-4-31b-it
query_0322,crop,Yoruba,Àwọ̀ ewé ìsàlẹ̀ tomato mi ti ń pọ́n.,The color of the bottom leaves of my tomatoes is turning yellow.,crop_009,gemma-4-31b-it
query_0323,crop,Yoruba,"Mo ya ìgi tomato mi, mo rí i pé inú rẹ̀ ti di brown.","I cut the stem of my tomato, and I saw that the inside has turned brown.",crop_009,gemma-4-31b-it
query_0324,crop,Yoruba,"Ewé abẹ́ rẹ̀ ń pọ́n, ó sì ń rọ̀ lójú oòrùn.","The bottom leaves are yellowing, and they wilt in the sun.",crop_009,gemma-4-31b-it
query_0325,crop,Yoruba,"Ó ń gbẹ ní ọ̀sán, ó sì ń tòrò ní alẹ́, ṣùgbọ́n nísìnyí kò tòrò mọ́, ó gbẹ tán.","It wilts during the day and recovers at night, but now it doesn't recover anymore, it's completely wilted.",crop_009,gemma-4-31b-it
query_0326,crop,Yoruba,"Wò tomato mi, inú ìgi rẹ̀ ti brown, ewé ìsàlẹ̀ rẹ̀ sì ti pọ́n.","Look at my tomato, the inside of the stem is brown, and the bottom leaves have turned yellow.",crop_009,gemma-4-31b-it
query_0327,crop,Yoruba,"Látì òwúrọ̀ ni ewé rẹ̀ ti ń rọ̀, ṣùgbọ́n ní alẹ́ á padà dúró. Ewé abẹ́ rẹ̀ sì ti pọ́n.","Since morning the leaves have been wilting, but at night they stand back up. The bottom leaves have also turned yellow.",crop_009,gemma-4-31b-it
query_0328,crop,Yoruba,"Ewé rẹ̀ á rọ̀ ní ọ̀sán, ewé ìsàlẹ̀ rẹ̀ ń pọ́n, inú ìgi rẹ̀ sì ti di brown.","The leaves wilt during the day, the bottom leaves are yellowing, and the inside of the stem has turned brown.",crop_009,gemma-4-31b-it
query_0329,crop,Hausa,"Tumatirna suna karkata idan rana ta fito, amma idan dare ya yi suna dawo.","My tomatoes wilt when the sun is out, but they recover at night.",crop_009,gemma-4-31b-it
query_0330,crop,Hausa,"Ganyen kasa na tumatirin suna yin rawaya, yanzu kuma sun karkata gaba daya.","The lower leaves of my tomatoes are turning yellow, and now they have wilted completely.",crop_009,gemma-4-31b-it
query_0331,crop,Hausa,"Na yanke kashin shukar, na ga kalar ruwan kasa a ciki.",I cut the stem of the plant and saw a brown color inside.,crop_009,gemma-4-31b-it
query_0332,crop,Hausa,"Ganyen kasa suna yin rawaya, sannan idan rana ta yi zafi suna karkata.","The lower leaves are turning yellow, and when the sun is hot, they wilt.",crop_009,gemma-4-31b-it
query_0333,crop,Hausa,"Abin ya ba ni mamaki, rana suna karkata, dare su dawo, daga bisa sai sun bushe.","It surprised me, they wilt during the day, recover at night, and then they just dry up.",crop_009,gemma-4-31b-it
query_0334,crop,Hausa,"Kashin shukar ya zama ruwan kasa a ciki, ganyen kuma suna yin rawaya.","The stem has become brown inside, and the leaves are turning yellow.",crop_009,gemma-4-31b-it
query_0335,crop,Hausa,Tumatirna suna karkata faratse idan rana ta fito.,My tomatoes are wilting suddenly when the sun comes out.,crop_009,gemma-4-31b-it
query_0336,crop,Hausa,"Ganyen kasa sun yi rawaya, kuma na duba cikin kashin na ga kalar kasa.","The lower leaves have turned yellow, and I checked inside the stem and saw a brown color.",crop_009,gemma-4-31b-it
query_0337,crop,Igbo,"Tomato m na-ala n'elu anwu, mana ọ na-etolu n'abalị. Ugbu a, akwụkwọ ndị dị n'ala malitechaa edo.","My tomatoes are wilting in the sun, but they recover at night. Now, the bottom leaves have started turning yellow.",crop_009,gemma-4-31b-it
query_0338,crop,Igbo,"Akwụkwọ tomato m na-acha edo n'ala, m hụkwara na ime mkpọrọkụ ya na-acha brown.","My tomato leaves are yellowing at the bottom, and I also saw that the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0339,crop,Igbo,"Tomato m na-ala n'elu anwu, mana ugbu a ha anaghị etolu ọzọ. Akwụkwọ ndị dị n'ala na-acha edo.","My tomatoes were wilting in the sun, but now they don't recover anymore. The bottom leaves are yellow.",crop_009,gemma-4-31b-it
query_0340,crop,Igbo,"Lee Tomato m, akwụkwọ ha na-acha edo n'ala, ime mkpọrọkụ ha na-acha brown, ha na-ala n'elu anwu.","Look at my tomatoes, their leaves are yellowing at the bottom, the inside of the stem is brown, and they wilt in the sun.",crop_009,gemma-4-31b-it
query_0341,crop,Igbo,"Ihe na-eme bụ na tomato m ga-ala n'elu anwu, ya etolu n'abalị, mana ugbu a ha anaghị etolu ọzọ.","What's happening is that my tomatoes wilt in the sun and recover at night, but now they aren't recovering anymore.",crop_009,gemma-4-31b-it
query_0342,crop,Igbo,"Akwụkwọ ndị dị n'ala na tomato m na-acha edo, m kụwaa mkpọrọkụ ya, ọ na-acha brown n'ime.","The lower leaves on my tomatoes are yellow, and when I cut the stem, it's brown inside.",crop_009,gemma-4-31b-it
query_0343,crop,Igbo,"Tomato m na-ala n'elu anwu, akwụkwọ ndị dị n'ala na-acha edo, ime mkpọrọkụ ha na-achakwa brown.","My tomatoes are wilting in the sun, the bottom leaves are yellow, and the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0344,crop,Igbo,"Gịnị na-eme? Akwụkwọ tomato m na-acha edo n'ala, ha na-ala n'elu anwu ma na-etolu n'abalị.","What is happening? My tomato leaves are yellowing at the bottom, they wilt in the sun and recover at night.",crop_009,gemma-4-31b-it
query_0345,crop,Nigerian Pidgin,My tomato leaves dey dry for day but e dey come back for night. The bottom leaves don yellow too.,My tomato leaves wilt during the day but recover at night. The bottom leaves have turned yellow too.,crop_009,gemma-4-31b-it
query_0346,crop,Nigerian Pidgin,I cut the stem of my tomato and I see say the inside don turn brown. The lower leaves dey yellow.,I cut the stem of my tomato and saw that the inside has turned brown. The lower leaves are yellowing.,crop_009,gemma-4-31b-it
query_0347,crop,Nigerian Pidgin,"This my tomato just dey wilt suddenly for afternoon. Some leaves for bottom don yellow, and the stem inside brown.","My tomato is suddenly wilting in the afternoon. Some leaves at the bottom have turned yellow, and the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0348,crop,Nigerian Pidgin,"My tomato leaves dey bend for sun, then for night e go fresh again. The bottom ones don dey yellow.","My tomato leaves droop in the sun, then they freshen up again at night. The bottom ones are turning yellow.",crop_009,gemma-4-31b-it
query_0349,crop,Nigerian Pidgin,"E dey weird, the tomato leaf go dry for day, but by night e go stand again. I see brown color inside the stem.","It's strange, the tomato leaf wilts during the day, but by night it stands up again. I see a brown color inside the stem.",crop_009,gemma-4-31b-it
query_0350,crop,Nigerian Pidgin,The lower leaves of my tomato don turn yellow. The plant dey wilt for day but e dey recover for night. Stem inside dey brown.,The lower leaves of my tomato have turned yellow. The plant wilts during the day but recovers at night. The inside of the stem is brown.,crop_009,gemma-4-31b-it
query_0351,crop,Nigerian Pidgin,Why my tomato leaf dey dry for sun but e dey come back for night? The bottom leaves don yellow and the stem inside brown.,Why are my tomato leaves wilting in the sun but recovering at night? The bottom leaves have yellowed and the inside of the stem is brown.,crop_009,gemma-4-31b-it
query_0352,crop,Nigerian Pidgin,"I notice say the inside of my tomato stem brown. The leaves for bottom yellow, and e dey wilt for afternoon.","I noticed that the inside of my tomato stem is brown. The leaves at the bottom are yellow, and it wilts in the afternoon.",crop_009,gemma-4-31b-it
query_0353,crop,English,"My tomato leaves are wilting suddenly during the day, but they seem to recover at night. The lower leaves are turning yellow, and I noticed the inside of the stem is brown.","My tomato leaves are wilting suddenly during the day, but they seem to recover at night. The lower leaves are turning yellow, and I noticed the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0354,crop,English,"My tomato leaves dey dry for day time, but for night e dey come back. Now the ones for bottom don dey yellow, and if I break the stem, I see brown inside.","My tomato leaves are wilting during the day, but they recover at night. Now the ones at the bottom are turning yellow, and if I break the stem, I see brown inside.",crop_009,gemma-4-31b-it
query_0355,crop,English,"I've noticed my tomatoes wilting in the afternoon and then getting better by morning. Some of the bottom leaves are yellow, and the stems are brown on the inside.","I've noticed my tomatoes wilting in the afternoon and then getting better by morning. Some of the bottom leaves are yellow, and the stems are brown on the inside.",crop_009,gemma-4-31b-it
query_0356,crop,English,"Something dey happen to my tomato. The leaves dey wilt for day, but night time dem go stand. The lower leaves dey yellow, and the stem inside brown.","Something is happening to my tomato. The leaves wilt during the day, but at night they stand up. The lower leaves are yellow, and the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0357,crop,English,"Leaves are wilting during the day and recovering at night, but now they're just wilting for good. Bottom leaves are yellow and the inside of the stem is brown.","Leaves are wilting during the day and recovering at night, but now they're just wilting for good. Bottom leaves are yellow and the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0358,crop,English,"My plants dey wilt for day, then for night dem go recover. The lower leaves don turn yellow and the stem inside get brown color.","My plants wilt during the day, then they recover at night. The lower leaves have turned yellow and the inside of the stem has a brown color.",crop_009,gemma-4-31b-it
query_0359,crop,English,"My tomato plants are acting strange. They wilt under the sun and recover at night, but now the bottom leaves are yellow and the stems are brown inside.","My tomato plants are acting strange. They wilt under the sun and recover at night, but now the bottom leaves are yellow and the stems are brown inside.",crop_009,gemma-4-31b-it
query_0360,crop,English,"Tomato leaves dey droop for day but dem go fine for night. Lower leaves don yellow, and the inside of the stem brown.","Tomato leaves droop during the day but they are fine at night. Lower leaves have turned yellow, and the inside of the stem is brown.",crop_009,gemma-4-31b-it
query_0361,crop,Yoruba,"Àwọn ewe ìsàlẹ̀ tamaté mi nìyí, ó bẹ̀rẹ̀ sí ní ní àwọn àmì dúdú tí ó dàbí àyíká.","These are the bottom leaves of my tomatoes, they are starting to have dark spots that look like circles.",crop_010,gemma-4-31b-it
query_0362,crop,Yoruba,"Àwọn ewe tamaté mi n rọ́, ó sì ní àwọ̀ yèlò yí àwọn àmì dúdú náà ká.","My tomato leaves are falling off, and there is a yellow color surrounding the dark spots.",crop_010,gemma-4-31b-it
query_0363,crop,Yoruba,Mo rí àwọn àmì dúdú lórí ẹrù tamaté mi àti lórí èso rẹ̀.,I see dark spots on the stem of my tomato and on the fruit too.,crop_010,gemma-4-31b-it
query_0364,crop,Yoruba,"Àwọn ewe tí ó ti gbó lókìkí ni àwọn àmì dúdú tó ní ìyíká yìí ń bẹ̀rẹ̀, ó sì ń yí yèlò.","The older leaves are the ones where these dark spots with rings are starting, and they are turning yellow.",crop_010,gemma-4-31b-it
query_0365,crop,Yoruba,"Ẹ wo tamaté mi, àwọn ewe rẹ̀ ń rọ́, ó sì ní àmì dúdú tó ní àyíká.","Look at my tomatoes, the leaves are dropping and there are dark spots with circles.",crop_010,gemma-4-31b-it
query_0366,crop,Yoruba,Àwọn àmì dúdú tó ní àyíká yìí ti kọjá sí ẹrù àti lórí èso tamaté mi.,These dark spots with circles have spread to the stem and the tomato fruits.,crop_010,gemma-4-31b-it
query_0367,crop,Yoruba,"Àwọn ewe ìsàlẹ̀ tamaté mi ní àwọn àmì dúdú, ó sì ń yí yèlò kí ó tó rọ́.","The bottom leaves of my tomatoes have dark spots, and they turn yellow before they fall off.",crop_010,gemma-4-31b-it
query_0368,crop,Yoruba,"Mo rí àwọn àmì dúdú tó dàbí àyíká lórí ewe, ẹrù, àti èso tamaté mi.","I see dark spots that look like circles on the leaves, stem, and fruit of my tomatoes.",crop_010,gemma-4-31b-it
query_0369,crop,Hausa,Ina ganin wasu bakin digo-digo masu zagaye a tsofaffin ganyen tumaturina.,I am seeing some black circular spots on the old leaves of my tomatoes.,crop_010,gemma-4-31b-it
query_0370,crop,Hausa,"Ganyen tumaturina suna yin rawaya a gefen wasu bakin daki-daki, sannan suna zubewa.","My tomato leaves are turning yellow around some black spots, and then they are falling off.",crop_010,gemma-4-31b-it
query_0371,crop,Hausa,Akwai wasu bakin digo-digo a jikin tomatar da kuma itacen ganyen.,There are some black spots on the tomato fruit and also on the stems.,crop_010,gemma-4-31b-it
query_0372,crop,Hausa,Na lura da wasu bakin digo-digo masu zagaye kamar zobe a kan ganyen.,I've noticed some black spots that look like rings on the leaves.,crop_010,gemma-4-31b-it
query_0373,crop,Hausa,"Ganyen tumaturina suna zubewa, kuma akwai rawaya da bakin digo a tsofaffin ganyen.","My tomato leaves are falling off, and there is yellowing and black spots on the old leaves.",crop_010,gemma-4-31b-it
query_0374,crop,Hausa,"Tomatar tana yin wani irin bakin digo-digo, ganyen ma suna yin rawaya suna zubewa.","The tomatoes are getting some kind of black spots, and the leaves are turning yellow and falling.",crop_010,gemma-4-31b-it
query_0375,crop,Hausa,"Tsofaffin ganyen ne suka fara yin bakin digo-digo masu zagaye, yanzu kuma suna zubewa.","It was the old leaves that started having those circular black spots, and now they are falling off.",crop_010,gemma-4-31b-it
query_0376,crop,Hausa,"Akwai bakin digo-digo a jikin ganyen da itacen tumaturina, kuma ganyen suna zuba.","There are black spots on the leaves and stems of my tomatoes, and the leaves are dropping.",crop_010,gemma-4-31b-it
query_0377,crop,Igbo,"Akwụkwọ tomato m nwere ntụntụ ojii na-enwe oke-oke, ha na-achakwa edo.","My tomato leaves have black spots with rings inside, and they are turning yellow.",crop_010,gemma-4-31b-it
query_0378,crop,Igbo,"Akwụkwọ ochie ndị ahụ na-enweta ntụntụ ojii na-asụ asụ, ha na-adịgakwa.","The old leaves are getting black ring-like spots, and they are falling off.",crop_010,gemma-4-31b-it
query_0379,crop,Igbo,Anụla ntụntụ ojii na-enwe oke-oke na mkpọrọ osisi na mkpụrụ tomato m.,I see dark spots with rings on the stems and the tomato fruits.,crop_010,gemma-4-31b-it
query_0380,crop,Igbo,"Akwụkwọ tomato m na-acha edo gburugburu ntụntụ ojii, ha na-adịga.","My tomato leaves are turning yellow around black spots, and they are dropping.",crop_010,gemma-4-31b-it
query_0381,crop,Igbo,"Ọ malite na ntụntụ ojii na-enwe oke-oke na akwụkwọ ochie, ugbu a ha na-adịga.","It started with black ring-spots on the old leaves, and now they are falling.",crop_010,gemma-4-31b-it
query_0382,crop,Igbo,"Akwụkwọ tomato m nwere ntụntụ ojii na-enwe oke-oke, ọ pụtara mkpọrọ osisi ahụ.","My tomato leaves have dark ringed spots, and it appeared on the stems too.",crop_010,gemma-4-31b-it
query_0383,crop,Igbo,Ntụntụ ojii na-enwe oke-oke na agba edo na akwụkwọ tomato m.,Black ringed spots and yellowing on my tomato leaves.,crop_010,gemma-4-31b-it
query_0384,crop,Igbo,"Akwụkwọ ochie ndị ahụ nwere ntụntụ ojii na-enwe oke-oke, ha na-achakwa edo ma na-adịga.","The older leaves have dark spots with circles, they are turning yellow and falling.",crop_010,gemma-4-31b-it
